case,num,MN,FCFS max_delay,last lane change max_delay,out_lane_change max_delay,FCFS mean_delay,last lane change mean_delay,out_lane_change mean_delay,FCFS maxe,last lane change maxe,out_lane_change maxe,milp time,fcfs time,heuristic time
06_4_20,9,4_6,19.790000000000006,19.790000000000006,19.790000000000006,6.480930232558141,6.480930232558141,6.022558139534885,38.370000000000005,38.370000000000005,38.370000000000005,0.8745269219080607,0.008175547917683918,0.008009926478068034
06_4_20,10,4_6,17.970000000000002,17.970000000000002,17.970000000000002,6.023000000000001,6.04175,5.5525,33.81,33.81,33,1.47553288936615,0.0063850720723470054,0.007486224174499512
06_4_40,1,4_6,43.559999999999995,39.92,39.12,15.788227848101265,15.768481012658228,14.044556962025316,82,79,78.84,3.6380732377370197,0.023801390329996744,0.022221899032592772
06_4_40,2,4_6,57.01,58.05,57.01,24.570108695652173,23.614021739130433,20.173478260869565,97,98,97,4.096358275413513,0.029409368832906086,0.027981781959533693
06_4_40,3,4_6,44.92,44.92,43.67,19.10035294117647,18.616235294117647,16.742470588235296,84,84,82,3.937968548138936,0.024104619026184083,0.02475727399190267
06_4_40,4,4_6,39.67,43.43,37.67,16.69153846153846,17.645384615384614,16.173589743589744,79,82,77,4.7203414360682165,0.025727025667826333,0.021570682525634766
06_4_40,5,4_6,43.449999999999996,40.620000000000005,39.699999999999996,17.273333333333333,17.884942528735632,14.835402298850575,83,80,79,3.968662659327189,0.02713162104288737,0.025079560279846192
06_4_40,6,4_6,61.03999999999999,56.629999999999995,54.03999999999999,23.699411764705882,22.475882352941177,22.53470588235294,101,96,94,5.918386729558309,0.02517515023549398,0.026900800069173177
06_4_40,7,4_6,55.42,53.699999999999996,55.699999999999996,22.972840909090912,23.217386363636365,20.155,94,93,94,3.5670990546544394,0.026885588963826496,0.02910630702972412
06_4_40,8,4_6,35.230000000000004,31.230000000000004,35.230000000000004,14.368611111111111,12.954722222222223,12.103472222222223,75,71,75,129.9575059254964,0.013062516848246256,0.013162978490193685
06_4_40,9,4_6,60.540000000000006,60.07,59.93000000000001,24.39063157894737,23.801157894736843,22.902736842105263,99,99,98,3.9313791831334433,0.019416292508443195,0.020311307907104493
06_4_40,10,4_6,49.11999999999999,56.11999999999999,49.11999999999999,18.14132530120482,20.36156626506024,16.831686746987952,89,96,89,5.239711085955302,0.027200667063395183,0.026156536738077798
06_4_60,1,4_6,81.52000000000001,93.56000000000002,81.52000000000001,31.473852459016395,34.21024590163935,30.33516393442623,139,144.36,139,6.8665626525878904,0.029583088556925454,0.028796044985453288
06_4_60,2,4_6,89.23000000000002,80.23000000000002,68.07,36.575409836065575,33.426885245901644,31.502868852459017,147,140,127,8.316912047068278,0.0281368891398112,0.028112260500590007
06_4_60,3,4_6,82.66,82.00999999999999,72.09,38.47031007751938,37.57658914728682,31.94372093023256,142,138,132,7.4523165384928385,0.0370905876159668,0.036392768224080406
06_4_60,4,4_6,72.25,72.25,70.25,31.177758620689655,29.086206896551722,28.902155172413792,131,131,129,5.677329619725545,0.030167237917582194,0.02964619000752767
06_4_60,5,4_6,76.69,90.36,76.69,38.60344,36.53144,35.35864,134,148,134,7.218018587430318,0.0314517339070638,0.03021078904469808
06_4_60,6,4_6,97.07000000000001,89.79,97.07000000000001,36.45370078740157,35.07574803149606,33.86629921259843,156,148,156,6.205021278063456,0.03185455004374186,0.03200405438741048
06_4_60,7,4_6,96.46000000000001,94.46000000000001,92.33999999999999,38.79188405797102,35.99557971014493,35.165289855072466,156,154,152,9.966358399391174,0.040263009071350095,0.03883952299753825
06_4_60,8,4_6,84.64999999999999,86.87,78.25999999999999,35.522619047619045,38.13063492063492,33.577936507936506,144,145.61,137,6.561793677012125,0.034250855445861816,0.03389415740966797
06_4_60,9,4_6,91.25999999999999,90.25999999999999,91.25999999999999,35.29825396825397,35.33111111111111,32.82539682539683,149,149,149,10.134190956751505,0.04657440185546875,0.0494919220606486
06_4_60,10,4_6,94.18,92.18,83.59,37.29917355371901,35.811570247933886,34.25809917355372,154,152,143,8.412601089477539,0.03217944304148356,0.03113092581431071
08_4_20,1,4_6,21.569999999999997,21.569999999999997,19.82,9.468260869565217,9.359565217391303,8.967391304347826,40.76,40.76,39,3.682698440551758,0.008065056800842286,0.008120838801066082
08_4_20,2,4_6,30.819999999999997,30.819999999999997,30.819999999999997,10.932115384615384,10.932115384615384,9.768461538461539,50,50,50,1.4681563297907512,0.00975643793741862,0.010261011123657227
08_4_20,3,4_6,23.19,23.19,19.759999999999998,9.637,9.59,8.253,42,42,37,4.916539859771729,0.008801881472269695,0.011812464396158854
08_4_20,4,4_6,30.27,30.27,31.23,11.437692307692307,11.437692307692307,10.081153846153846,50.04,50.04,51,3.0310240904490153,0.009777498245239259,0.009714253743489583
08_4_20,5,4_6,33.66,33.66,26.310000000000002,13.31719298245614,13.299649122807017,11.623157894736842,53.129999999999995,53.129999999999995,46,6.625127299626668,0.011702132225036622,0.012235713005065919
08_4_20,6,4_6,23.080000000000005,23.340000000000003,19.54,8.309555555555555,8.465111111111112,7.0297777777777775,41,41.129999999999995,39.129999999999995,1.526068059603373,0.007831494013468424,0.008168578147888184
08_4_20,7,4_6,16.9,17.23,12.899999999999999,7.274102564102564,7.325384615384616,5.861282051282052,36,37,32,0.938917875289917,0.005358004570007324,0.005140924453735351
08_4_20,8,4_6,23.23,19.140000000000004,23.23,7.693720930232558,7.112325581395349,7.926279069767442,43,38.7,43,5.526397411028544,0.006993881861368815,0.00664208730061849
08_4_20,9,4_6,26.42,24.42,26.42,10.734897959183673,10.571632653061224,8.877551020408163,46,44,46,3.940587019920349,0.007530482610066732,0.008090885480244954
08_4_20,10,4_6,18.59,19.09,18.21,6.871190476190477,6.942619047619048,6.325,37,39,37,2.8442754904429117,0.006806715329488119,0.0073486248652140295
08_4_40,1,4_6,68.22,65.89000000000001,56.74999999999999,28.0562,27.979,24.6002,108,105.53,96.53,5.696884346008301,0.033957441647847496,0.030505029360453288
08_4_40,2,4_6,57.68,57.68,57.68,22.895227272727272,22.47840909090909,21.5175,97,97,97,3.410428357124329,0.016834370295206704,0.017740583419799803
08_4_40,3,4_6,62.00000000000001,63.00000000000001,56.33,25.06795918367347,24.386632653061227,22.647857142857145,102,103,96.25,3.626935187975566,0.01930418809254964,0.019570056597391763
08_4_40,4,4_6,76.25999999999999,71.86,65.78999999999999,29.743853211009174,27.761467889908257,24.82550458715596,115.89,111.33,105,4.854532257715861,0.026909335454305013,0.027426775296529135
08_4_40,5,4_6,64.96000000000001,58.65,62.599999999999994,23.902680412371133,22.422474226804123,22.648247422680413,104,97.69,101.69,5.784728113810221,0.022446695963541666,0.021279080708821615
08_4_40,6,4_6,52.07000000000001,48.50000000000001,50.580000000000005,21.694767441860467,19.477093023255815,18.744767441860464,92,88,89,2.7911309083302815,0.015333191553751627,0.015871882438659668
08_4_40,7,4_6,71.08,69.08,71.08,26.05625,25.720576923076923,24.19875,111,106,111,3.631408603986104,0.023792465527852375,0.02272942860921224
08_4_40,8,4_6,66.68,65.29,65.2,24.137788461538463,24.666634615384616,22.541634615384616,106,105,104,3.0493149042129515,0.023415040969848634,0.024135979016621907
08_4_40,9,4_6,50.65,46.84,50.65,20.719418604651164,19.532790697674418,18.16186046511628,89,83,89,2.387830313046773,0.016526285807291666,0.016249656677246094
08_4_40,10,4_6,67.57,63.849999999999994,63.57,26.032178217821784,24.627920792079205,23.61188118811881,106,103,102,6.228709944089254,0.028656506538391115,0.030082893371582032
08_4_60,1,4_6,127.49999999999999,113.30999999999999,111.30999999999999,54.55110429447853,49.991963190184045,50.16920245398773,186,173,171,14.58712158203125,0.06688838799794515,0.0689058780670166
08_4_60,2,4_6,101.14,90.22999999999999,87.82000000000001,42.285104895104894,38.532657342657345,40.91538461538462,160,149,147,12.062337605158488,0.04018104871114095,0.042635838190714516
08_4_60,3,4_6,108.47999999999999,112.7,108.47999999999999,45.95720779220779,45.26681818181818,41.83564935064935,168,172,168,10.571786284446716,0.051055320103963214,0.050257364908854164
08_4_60,4,4_6,132.7,108.57999999999998,117.76,49.569006211180124,47.32664596273292,46.07819875776397,192,167,175,10.188134821256002,0.0511253277460734,0.051814452807108564
08_4_60,5,4_6,113.26,105.38999999999999,94.38999999999999,45.40764705882353,43.006797385620914,41.24424836601307,173,164,154,9.147682110468546,0.04415215651194255,0.043412184715270995
08_4_60,6,4_6,104.57,98.69,104.57,44.37206666666666,41.51206666666666,40.480866666666664,164,158,164,10.546090896924337,0.0462479035059611,0.04474616050720215
08_4_60,7,4_6,114.37,111.61000000000001,105.37,50.67026845637584,47.60771812080537,46.93503355704698,174,170,165,14.65184965133667,0.05760052998860677,0.05862550735473633
08_4_60,8,4_6,107.20000000000002,99.72,107.20000000000002,44.2512,44.09213333333334,41.458933333333334,167,159,166,15.546340068181356,0.05949219862620036,0.06295371850331624
08_4_60,9,4_6,126.46000000000001,116.51,114.58000000000001,52.1174358974359,47.35429487179488,47.092820512820516,186,173,174,9.118838278452555,0.04820130666097005,0.04677816232045492
08_4_60,10,4_6,103.75,96.32999999999998,101.57,44.51894736842105,40.25881578947369,42.77013157894737,163,156,159,16.882349983851114,0.0704312801361084,0.06463882923126221
case,MN,"fcfsavg,llcavg",olcavg
04_3_20,3_4,9.983,10.491999999999999,9.213
04_3_40,3_4,25.586,25.329,20.148000000000003
04_3_60,3_4,56.766999999999996,55.43300000000001,50.906000000000006
06_3_20,3_4,17.054000000000002,17.002000000000002,13.872000000000003
06_3_40,3_4,46.501,46.297,36.281
06_3_60,3_4,91.811,92.1,87.98299999999999
08_3_20,3_4,27.531999999999993,27.593,20.384999999999998
08_3_40,3_4,60.88499999999999,60.730999999999995,47.184000000000005
08_3_60,3_4,116.348,112.66000000000001,108.26500000000001
04_3_20,3_5,10.064,10.226,10.625000000000002
04_3_40,3_5,22.758,22.798,21.383999999999997
04_3_60,3_5,53.984,53.059000000000005,53.968
06_3_20,3_5,15.357,15.277000000000005,14.15
06_3_40,3_5,40.208,38.885000000000005,38.683
06_3_60,3_5,87.34499999999998,85.38399999999999,87.06799999999998
08_3_20,3_5,23.994,23.994,21.724000000000004
08_3_40,3_5,51.205,51.105,49.034
08_3_60,3_5,112.668,104.624,112.56800000000001
04_4_20,4_5,11.892,11.94,11.106000000000002
04_4_40,4_5,31.728,34.019,26.315000000000005
04_4_60,4_5,55.327999999999996,53.483000000000004,46.437
06_4_20,4_5,20.776000000000003,20.735,15.310999999999998
06_4_40,4_5,55.789,55.075,41.423
06_4_60,4_5,94.99600000000001,95.81000000000002,77.98600000000002
08_4_20,4_5,27.319,27.057,19.576
08_4_40,4_5,68.197,67.99100000000001,50.97
08_4_60,4_5,124.38499999999999,122.021,98.75399999999999
04_4_20,4_6,11.447,11.047,12.442
04_4_40,4_6,29.557000000000006,29.471000000000004,27.941999999999997
04_4_60,4_6,52.053,50.263999999999996,51.57000000000001
06_4_20,4_6,18.781,18.811999999999998,18.215
06_4_40,4_6,48.996,48.469,47.11900000000001
06_4_60,4_6,86.59700000000001,87.197,81.114
08_4_20,4_6,24.773,24.273,22.824000000000005
08_4_40,4_6,63.717000000000006,61.064,60.023
08_4_60,4_6,113.94300000000001,105.30699999999999,105.30499999999999
04_3_20,3_4,3.5054800454732145,3.5622638961254864,3.32385636556553
04_3_40,3_4,9.791738043989854,10.028112744594628,7.689097123525114
04_3_60,3_4,21.335226275399442,20.937159784029042,18.221610651312716
06_3_20,3_4,6.499431995296602,6.450675400065729,5.605615848133195
06_3_40,3_4,17.518949390482646,18.00448417623888,13.959973732145594
06_3_60,3_4,34.78434123105666,34.6040510860641,31.64517452590899
08_3_20,3_4,11.319090861711995,11.350340861711995,9.38994141808417
08_3_40,3_4,24.452045314161168,24.42352977064909,19.99828867576009
08_3_60,3_4,45.15162414018292,45.03634327076179,40.270292215261335
04_3_20,3_5,3.7564479758342353,3.757928917597785,3.857228442818306
04_3_40,3_5,8.964252087753518,9.25389272261786,7.810487211428222
04_3_60,3_5,19.756383629989024,19.88428348180957,19.170436126452774
06_3_20,3_5,5.886187037274461,5.905042431054146,5.476265385043159
06_3_40,3_5,16.192717320311466,16.209642865507373,14.848917749871458
06_3_60,3_5,32.49446253427959,31.64691144076453,30.97682851499203
08_3_20,3_5,10.124831551022385,10.169379239283733,9.212469127482962
08_3_40,3_5,21.615303874811605,21.54231347533301,19.962649469259116
08_3_60,3_5,42.983232940432536,40.814291018638706,41.34654042934851
04_4_20,4_5,4.040555686271983,4.032586870737354,3.5187031417382406
04_4_40,4_5,12.02075429230319,12.292813072330508,9.376463188957104
04_4_60,4_5,20.939818282278814,20.890276040634472,17.99758605179594
06_4_20,4_5,7.285525126788011,7.309134662127221,6.024882957356615
06_4_40,4_5,22.336429993944897,21.880439653051923,16.676156847577353
06_4_60,4_5,37.40155653823705,37.37453078958633,31.106152150697806
08_4_20,4_5,9.66966426601157,9.737285511432816,7.986337504532561
08_4_40,4_5,25.71892357139086,25.486835308829264,20.341658488142848
08_4_60,4_5,48.19595571629534,48.05763816866404,40.20464096915775
04_4_20,4_6,3.6827097508196003,3.6667324816068123,3.6511075234770507
04_4_40,4_6,11.166456859983189,11.27584616358502,9.628630964014315
04_4_60,4_6,19.84199010492158,19.40017621888842,18.961204601948133
06_4_20,4_6,6.6902281153356125,6.688053619737625,6.164648246817278
06_4_40,4_6,19.69963819448618,19.633978028862337,17.649709954723885
06_4_60,4_6,35.96664024082556,35.11760112127005,32.77355704640895
08_4_20,4_6,9.567572902959387,9.503609504107738,8.47130545029355
08_4_40,4_6,24.830632280565293,23.905299991215365,22.34982028631737
08_4_60,4_6,47.36999886406942,44.49499108450874,43.89804691926136
04_3_20,3_4,28.756,29.173000000000002,27.052
04_3_40,3_4,63.205999999999996,62.852,57.803999999999995
04_3_60,3_4,115.223,114.5,109.223
06_3_20,3_4,35.556,35.638999999999996,31.4
06_3_40,3_4,84.9,84.93999999999998,74.779
06_3_60,3_4,150.9,151.143,147.1
08_3_20,3_4,46.561,46.461,39.048
08_3_40,3_4,100.162,99.72900000000001,86.03399999999999
08_3_60,3_4,175.81599999999997,172.1,167.7
04_3_20,3_5,28.276,28.659000000000002,28.681
04_3_40,3_5,60.737,61.098,58.999
04_3_60,3_5,113.0,111.901,112.9
06_3_20,3_5,33.772999999999996,33.534,31.878999999999998
06_3_40,3_5,79.038,77.635,77.4
06_3_60,3_5,146.71800000000002,144.725,146.318
08_3_20,3_5,42.544,42.544,39.949
08_3_40,3_5,90.037,89.61200000000001,88.128
08_3_60,3_5,172.0,163.8,171.9
04_4_20,4_5,30.139,30.139,27.544
04_4_40,4_5,70.702,72.32000000000001,64.44800000000001
04_4_60,4_5,112.676,110.65,104.5
06_4_20,4_5,39.503,39.357,33.147999999999996
06_4_40,4_5,95.00699999999999,94.048,80.2
06_4_60,4_5,153.81599999999997,154.33700000000002,136.436
08_4_20,4_5,46.45,46.15,37.933
08_4_40,4_5,107.34400000000001,107.28399999999999,89.7
08_4_60,4_5,183.35,181.043,157.8
04_4_20,4_6,29.705000000000002,29.305,29.905
04_4_40,4_6,68.439,66.974,67.1
04_4_60,4_6,110.5,108.1,109.6
06_4_20,4_6,36.851000000000006,36.839000000000006,36.007999999999996
06_4_40,4_6,88.3,87.8,86.384
06_4_60,4_6,145.2,144.997,139.8
08_4_20,4_6,43.892999999999994,43.57599999999999,42.013
08_4_40,4_6,103.08899999999998,99.955,99.147
08_4_60,4_6,173.3,164.1,164.3
